baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
leptidea_sinapisG00000003000	45.5442448088529	-0.165037815768074	0.377686542321713	-0.436970337236678	0.662132860301186	0.884632090116681
leptidea_sinapisG00000003001	10.5687633202399	0.111966948512569	0.302707622266718	0.369884800634172	0.711468326888299	0.902197895901662
leptidea_sinapisG00000003002	89.1249241344633	0.194522091232768	0.199414069857804	0.975468237379013	0.329328049703666	0.707186278081964
leptidea_sinapisG00000003003	6.90580118384749	0.135432039820265	0.554225535875097	0.244362684599915	0.806949939235048	0.939668944762685
leptidea_sinapisG00000003004	30.2032087342313	0.0354569398090029	0.277093687944717	0.127960113678507	0.898180538159221	0.971651810055703
leptidea_sinapisG00000003005	8.57748806733238	-0.300540994627983	0.560405257010208	-0.536292247205862	0.591756587885038	0.853536248617735
leptidea_sinapisG00000003006	52.4518402132946	0.453914842588499	0.248562085354995	1.82616283549529	0.0678257375918088	0.411021345986725
leptidea_sinapisG00000003007	89.041592533328	0.127712290091557	0.236820598238863	0.539278639785983	0.589694605267483	0.851650214337596
leptidea_sinapisG00000003008	6.34850826088927	0.276993704711167	0.318856865188246	0.868708611770474	0.38500652988937	0.739380880941725
leptidea_sinapisG00000008438	36.5151971293323	-0.481453485032676	0.239929083716313	-2.00664912137928	0.04478703703247	0.348183094349202
leptidea_sinapisG00000015428	29.9799794680848	0.262416058772368	0.231614802667678	1.13298483408629	0.257220622190678	0.651122172897975
leptidea_sinapisG00000003009	156.058005738081	0.19224285717258	0.464991987562378	0.413432623173514	0.679289677103693	0.891105840092861
leptidea_sinapisG00000006942	149.65685909575	0.299912811501661	0.335876901619094	0.89292478898052	0.371897451071941	0.732512527822897
leptidea_sinapisG00000008520	11.035177200267	0.331789231706168	0.470474981361135	0.705221839312828	0.480672192332841	0.797218622858015
leptidea_sinapisG00000001481	42.3382650304575	-0.128197535932653	0.271842587459814	-0.471587388608138	0.637221330176869	0.873467852542982
leptidea_sinapisG00000007433	128.63675785968	0.112239578893476	0.266941113014296	0.420465688578534	0.674145289666475	0.889265135780267
leptidea_sinapisG00000011641	4.35798082868825	-0.611729785743911	0.384760223422996	-1.58989871744458	0.111857636817355	0.494287695555391
leptidea_sinapisG00000011643	2.53756982129524	0.392408335280391	0.440172461909835	0.891487699111837	0.372667587795437	NA
leptidea_sinapisG00000011132	5.97061971154151	0.300419979229509	0.533881980875329	0.562708594766495	0.573633330733329	0.842784057596319
